date,day_of_week,time_of_day,is_holiday,person_condition,at_home,guests_present,mood,temperature,light_level,bedroom_light,living_room_light,bathroom_light,kitchen_light,ac_temp,tv_status,music_player_status,water_heater_status,smart_locks,security_cameras,security_system,watch_tv,play_music,music_type
2020-08-29,Saturday,morning,1,out,0,0,energetic,29.3,366,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-08-29,Saturday,afternoon,1,at_home,1,0,calm,34.1,705,0,48,0,89,24,1,0,0,0,1,1,1,0,Classical
2020-08-29,Saturday,evening,1,at_home,1,0,tired,32.9,140,0,34,0,0,22,1,0,0,1,1,1,1,0,Jazz
2020-08-29,Saturday,night,1,sleeping,1,0,peaceful,26.6,93,4,0,0,0,22,0,0,0,1,1,1,0,0,Hip Hop
2020-08-30,Sunday,morning,1,out,0,0,tired,27.9,292,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-08-30,Sunday,afternoon,1,sleeping,1,0,peaceful,32.1,565,7,0,0,0,22,0,0,0,1,1,1,0,0,Pop
2020-08-30,Sunday,evening,1,out,0,0,happy,28.5,265,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-08-30,Sunday,night,1,awake,0,0,calm,25.5,133,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-08-31,Monday,morning,0,getting_ready,1,0,stressed,30.9,478,91,0,0,0,19,0,0,0,0,1,1,0,0,Ambient
2020-08-31,Monday,afternoon,0,at_work,0,0,tired,36.7,666,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-08-31,Monday,evening,0,sleeping,1,0,peaceful,33.8,295,4,0,0,0,24,0,0,0,1,1,1,0,0,Classical
2020-08-31,Monday,night,0,out,0,0,energetic,27.1,147,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-01,Tuesday,morning,0,at_work,0,0,energetic,22.6,456,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-01,Tuesday,afternoon,0,at_work,0,0,focused,28.8,519,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-01,Tuesday,evening,0,sleeping,1,0,peaceful,27.9,266,6,0,0,0,19,0,0,0,1,1,1,0,0,Classical
2020-09-01,Tuesday,night,0,sleeping,1,0,peaceful,20.7,51,6,0,0,0,0,0,0,0,1,1,1,0,0,Pop
2020-09-02,Wednesday,morning,0,at_work,0,0,energetic,24.2,288,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-02,Wednesday,afternoon,0,out,0,0,happy,30.1,674,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-02,Wednesday,evening,0,at_home,1,0,happy,25.9,133,0,56,68,84,0,1,0,0,1,1,1,1,0,Rock
2020-09-02,Wednesday,night,0,sleeping,1,0,peaceful,24.7,84,0,0,0,0,0,0,0,0,1,1,1,0,0,Classical
2020-09-03,Thursday,morning,0,sleeping,1,0,peaceful,27.7,358,4,0,0,0,23,0,0,0,1,1,1,0,0,Classical
2020-09-03,Thursday,afternoon,0,at_home,1,0,happy,29.8,650,0,0,0,81,23,0,1,0,0,1,1,0,1,Ambient
2020-09-03,Thursday,evening,0,at_home,1,0,stressed,27.6,164,0,31,0,86,20,1,0,0,0,1,1,1,0,Jazz
2020-09-03,Thursday,night,0,sleeping,1,0,peaceful,22.2,115,3,0,0,0,0,0,0,0,1,1,1,0,0,Classical
2020-09-04,Friday,morning,0,at_work,0,0,tired,23.4,304,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-04,Friday,afternoon,0,at_work,0,0,stressed,29.8,786,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-04,Friday,evening,0,at_home,1,0,calm,26.9,234,0,0,0,80,23,0,0,0,1,1,1,0,0,Jazz
2020-09-04,Friday,night,0,sleeping,1,0,peaceful,20.4,51,10,0,0,0,0,0,0,0,1,1,1,0,0,Ambient
2020-09-05,Saturday,morning,1,sleeping,1,0,peaceful,25.9,343,3,0,0,0,0,0,0,0,1,1,1,0,0,Electronic
2020-09-05,Saturday,afternoon,1,at_home,1,1,energetic,32.7,683,0,0,95,80,21,0,0,0,0,1,1,0,0,Pop
2020-09-05,Saturday,evening,1,at_home,1,0,happy,27.4,186,0,37,0,0,20,1,1,0,1,1,1,1,1,Ambient
2020-09-05,Saturday,night,1,sleeping,1,0,peaceful,24.1,140,3,0,0,0,0,0,0,0,1,1,1,0,0,Classical
2020-09-06,Sunday,morning,1,at_home,1,0,tired,23.8,304,0,0,0,0,0,0,0,0,0,1,1,0,0,Pop
2020-09-06,Sunday,afternoon,1,at_home,1,1,stressed,28.1,619,0,0,0,0,19,0,0,0,1,1,1,0,0,Jazz
2020-09-06,Sunday,evening,1,out,0,0,calm,24.3,136,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-06,Sunday,night,1,awake,0,0,tired,23.9,65,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-07,Monday,morning,0,at_work,0,0,focused,22.3,208,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-07,Monday,afternoon,0,out,0,0,calm,27.6,538,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-07,Monday,evening,0,sleeping,1,0,peaceful,28.2,275,7,0,0,0,24,0,0,0,1,1,1,0,0,Pop
2020-09-07,Monday,night,0,sleeping,1,0,peaceful,23.8,99,1,0,0,0,0,0,0,0,1,1,1,0,0,Country
2020-09-08,Tuesday,morning,0,sleeping,1,0,peaceful,24.3,370,3,0,0,0,0,0,0,0,1,1,1,0,0,Classical
2020-09-08,Tuesday,afternoon,0,at_work,0,0,focused,29.4,402,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-08,Tuesday,evening,0,at_home,1,1,stressed,25.8,116,0,35,94,71,0,1,0,0,1,1,1,1,0,Pop
2020-09-08,Tuesday,night,0,sleeping,1,0,peaceful,23.7,89,3,0,0,0,0,0,0,0,1,1,1,0,0,Hip Hop
2020-09-09,Wednesday,morning,0,at_work,0,0,stressed,23.5,440,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-09,Wednesday,afternoon,0,out,0,0,stressed,31.0,760,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-09,Wednesday,evening,0,at_home,1,0,stressed,28.3,175,0,42,0,0,22,1,0,0,0,1,1,1,0,Classical
2020-09-09,Wednesday,night,0,sleeping,1,0,peaceful,24.2,147,7,0,0,0,0,0,0,0,1,1,1,0,0,Ambient
2020-09-10,Thursday,morning,0,getting_ready,1,1,happy,26.3,388,91,0,0,0,22,0,1,1,1,1,1,0,1,Pop
2020-09-10,Thursday,afternoon,0,at_work,0,0,stressed,32.2,705,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-10,Thursday,evening,0,at_home,1,0,stressed,27.3,167,0,0,0,0,19,0,0,0,0,1,1,0,0,Country
2020-09-10,Thursday,night,0,sleeping,1,0,peaceful,24.1,77,6,0,0,0,0,0,0,0,1,1,1,0,0,Ambient
2020-09-11,Friday,morning,0,getting_ready,1,0,tired,25.3,217,86,0,61,99,0,0,0,1,0,1,1,0,0,Hip Hop
2020-09-11,Friday,afternoon,0,at_home,1,1,happy,27.2,571,0,56,0,94,20,1,1,0,0,1,1,1,1,Jazz
2020-09-11,Friday,evening,0,out,0,0,calm,27.6,129,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-11,Friday,night,0,sleeping,1,0,peaceful,23.3,130,3,0,0,0,0,0,0,0,1,1,1,0,0,Electronic
2020-09-12,Saturday,morning,1,sleeping,1,0,peaceful,23.6,261,8,0,0,0,0,0,0,0,1,1,1,0,0,Country
2020-09-12,Saturday,afternoon,1,out,0,0,energetic,30.9,736,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-12,Saturday,evening,1,at_home,1,0,tired,26.8,242,0,51,0,73,21,1,0,0,0,1,1,1,0,Classical
2020-09-12,Saturday,night,1,awake,0,0,stressed,23.5,50,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-13,Sunday,morning,1,sleeping,1,0,peaceful,24.3,307,2,0,0,0,0,0,0,0,1,1,1,0,0,Rock
2020-09-13,Sunday,afternoon,1,out,0,0,stressed,28.2,788,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-13,Sunday,evening,1,out,0,0,tired,28.5,215,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-13,Sunday,night,1,sleeping,1,0,peaceful,24.6,66,3,0,0,0,0,0,0,0,1,1,1,0,0,Country
2020-09-14,Monday,morning,0,at_work,0,0,tired,24.6,267,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-14,Monday,afternoon,0,at_work,0,0,stressed,28.3,486,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-14,Monday,evening,0,at_home,1,0,calm,27.1,123,0,0,60,0,23,0,1,0,0,1,1,0,1,Jazz
2020-09-14,Monday,night,0,sleeping,1,0,peaceful,24.7,81,1,0,0,0,0,0,0,0,1,1,1,0,0,Hip Hop
2020-09-15,Tuesday,morning,0,at_work,0,0,focused,24.1,338,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-15,Tuesday,afternoon,0,at_work,0,0,energetic,32.5,769,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-15,Tuesday,evening,0,at_home,1,1,happy,25.3,293,0,0,0,0,0,0,0,0,1,1,1,0,0,Country
2020-09-15,Tuesday,night,0,sleeping,1,0,peaceful,22.2,52,7,0,0,0,0,0,0,0,1,1,1,0,0,Pop
2020-09-16,Wednesday,morning,0,getting_ready,1,0,stressed,27.9,341,73,0,0,94,22,0,0,1,0,1,1,0,0,Hip Hop
2020-09-16,Wednesday,afternoon,0,at_work,0,0,stressed,30.7,588,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-16,Wednesday,evening,0,at_home,1,0,energetic,26.4,110,0,57,0,70,23,1,0,0,0,1,1,1,0,Hip Hop
2020-09-16,Wednesday,night,0,sleeping,1,0,peaceful,22.0,106,1,0,0,0,0,0,0,0,1,1,1,0,0,Country
2020-09-17,Thursday,morning,0,at_work,0,0,stressed,22.7,309,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-17,Thursday,afternoon,0,at_home,1,0,energetic,31.6,422,0,0,87,0,21,0,1,0,1,1,1,0,1,Jazz
2020-09-17,Thursday,evening,0,out,0,0,energetic,25.8,173,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-17,Thursday,night,0,sleeping,1,0,peaceful,23.9,136,0,0,0,0,0,0,0,0,1,1,1,0,0,Ambient
2020-09-18,Friday,morning,0,at_work,0,0,stressed,27.1,499,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-18,Friday,afternoon,0,at_work,0,0,stressed,28.2,726,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-18,Friday,evening,0,out,0,0,tired,28.5,154,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-18,Friday,night,0,sleeping,1,0,peaceful,21.0,67,4,0,0,0,0,0,0,0,1,1,1,0,0,Rock
2020-09-19,Saturday,morning,1,at_home,1,0,tired,25.5,228,0,0,0,95,0,0,0,1,1,1,1,0,0,Electronic
2020-09-19,Saturday,afternoon,1,out,0,0,happy,28.9,502,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-19,Saturday,evening,1,at_home,1,1,calm,25.0,158,0,0,0,97,0,0,0,0,0,1,1,0,0,Pop
2020-09-19,Saturday,night,1,awake,0,0,stressed,24.5,143,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-20,Sunday,morning,1,at_home,1,0,energetic,25.2,285,0,0,76,0,0,0,1,1,1,1,1,0,1,Country
2020-09-20,Sunday,afternoon,1,at_home,1,0,calm,30.3,486,0,43,0,0,20,1,0,0,1,1,1,1,0,Rock
2020-09-20,Sunday,evening,1,out,0,0,energetic,26.7,299,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-20,Sunday,night,1,sleeping,1,0,peaceful,20.8,109,6,0,0,0,0,0,0,0,1,1,1,0,0,Ambient
2020-09-21,Monday,morning,0,at_work,0,0,energetic,27.5,492,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-21,Monday,afternoon,0,at_home,1,0,tired,29.6,573,0,40,98,81,23,1,0,0,0,1,1,1,0,Pop
2020-09-21,Monday,evening,0,at_home,1,0,calm,28.6,227,0,55,0,90,19,1,0,0,0,1,1,1,0,Ambient
2020-09-21,Monday,night,0,sleeping,1,0,peaceful,24.7,89,8,0,0,0,0,0,0,0,1,1,1,0,0,Rock
2020-09-22,Tuesday,morning,0,at_work,0,0,tired,26.2,244,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-22,Tuesday,afternoon,0,at_work,0,0,stressed,29.6,754,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-22,Tuesday,evening,0,at_home,1,1,stressed,28.8,107,0,48,0,91,19,1,0,0,1,1,1,1,0,Jazz
2020-09-22,Tuesday,night,0,sleeping,1,0,peaceful,21.2,117,10,0,0,0,0,0,0,0,1,1,1,0,0,Classical
2020-09-23,Wednesday,morning,0,at_work,0,0,energetic,23.3,489,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-23,Wednesday,afternoon,0,out,0,0,happy,27.8,597,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-23,Wednesday,evening,0,at_home,1,0,happy,28.0,112,0,0,0,75,21,0,1,0,0,1,1,0,1,Ambient
2020-09-23,Wednesday,night,0,sleeping,1,0,peaceful,21.2,71,3,0,0,0,0,0,0,0,1,1,1,0,0,Rock
2020-09-24,Thursday,morning,0,sleeping,1,0,peaceful,26.2,307,9,0,0,0,23,0,0,0,1,1,1,0,0,Hip Hop
2020-09-24,Thursday,afternoon,0,at_work,0,0,tired,32.8,408,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-24,Thursday,evening,0,at_home,1,0,happy,26.2,257,0,45,0,0,24,1,0,0,0,1,1,1,0,Electronic
2020-09-24,Thursday,night,0,sleeping,1,0,peaceful,21.4,145,8,0,0,0,0,0,0,0,1,1,1,0,0,Pop
2020-09-25,Friday,morning,0,getting_ready,1,0,energetic,25.4,476,80,0,0,73,0,0,1,1,0,1,1,0,1,Jazz
2020-09-25,Friday,afternoon,0,at_work,0,0,focused,30.9,726,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-25,Friday,evening,0,out,0,0,tired,24.0,292,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-25,Friday,night,0,sleeping,1,0,peaceful,24.1,108,9,0,0,0,0,0,0,0,1,1,1,0,0,Classical
2020-09-26,Saturday,morning,1,at_home,1,0,happy,26.2,470,0,0,76,0,24,0,1,0,1,1,1,0,1,Country
2020-09-26,Saturday,afternoon,1,at_home,1,0,tired,27.5,754,0,44,60,95,22,1,0,0,1,1,1,1,0,Ambient
2020-09-26,Saturday,evening,1,sleeping,1,0,peaceful,27.7,259,2,0,0,0,22,0,0,0,1,1,1,0,0,Electronic
2020-09-26,Saturday,night,1,awake,0,0,stressed,21.9,57,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-27,Sunday,morning,1,at_home,1,1,stressed,25.0,360,0,0,79,96,0,0,0,1,0,1,1,0,0,Hip Hop
2020-09-27,Sunday,afternoon,1,at_home,1,0,stressed,31.3,701,0,0,0,0,19,0,0,0,0,1,1,0,0,Pop
2020-09-27,Sunday,evening,1,at_home,1,0,happy,24.6,218,0,43,0,99,0,1,1,0,0,1,1,1,1,Country
2020-09-27,Sunday,night,1,out,0,0,happy,21.0,50,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-28,Monday,morning,0,getting_ready,1,0,energetic,26.8,454,61,0,0,0,21,0,1,1,1,1,1,0,1,Electronic
2020-09-28,Monday,afternoon,0,at_work,0,0,tired,31.6,590,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-28,Monday,evening,0,out,0,0,calm,28.1,284,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-28,Monday,night,0,awake,0,0,happy,20.4,124,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-29,Tuesday,morning,0,getting_ready,1,0,calm,25.8,248,61,0,75,90,0,0,0,1,0,1,1,0,0,Electronic
2020-09-29,Tuesday,afternoon,0,at_work,0,0,tired,27.5,794,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-29,Tuesday,evening,0,out,0,0,tired,28.9,225,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-29,Tuesday,night,0,sleeping,1,0,peaceful,21.5,62,8,0,0,0,0,0,0,0,1,1,1,0,0,Jazz
2020-09-30,Wednesday,morning,0,at_work,0,0,energetic,27.0,244,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-30,Wednesday,afternoon,0,at_work,0,0,tired,27.4,679,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-09-30,Wednesday,evening,0,at_home,1,0,happy,23.6,269,0,31,0,85,0,1,1,0,0,1,1,1,1,Rock
2020-09-30,Wednesday,night,0,sleeping,1,0,peaceful,22.7,63,9,0,0,0,0,0,0,0,1,1,1,0,0,Electronic
2020-10-01,Thursday,morning,0,sleeping,1,0,peaceful,26.3,364,6,0,0,0,22,0,0,0,1,1,1,0,0,Classical
2020-10-01,Thursday,afternoon,0,at_home,1,1,energetic,27.9,713,0,0,89,0,22,0,0,0,0,1,1,0,0,Hip Hop
2020-10-01,Thursday,evening,0,at_home,1,0,energetic,27.5,157,0,52,80,76,20,1,0,0,0,1,1,1,0,Hip Hop
2020-10-01,Thursday,night,0,awake,0,0,calm,21.1,98,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-02,Friday,morning,0,at_work,0,0,stressed,22.5,474,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-02,Friday,afternoon,0,at_work,0,0,focused,30.3,514,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-02,Friday,evening,0,out,0,0,calm,25.6,114,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-02,Friday,night,0,sleeping,1,0,peaceful,20.2,120,2,0,0,0,0,0,0,0,1,1,1,0,0,Hip Hop
2020-10-03,Saturday,morning,1,out,0,0,calm,26.4,491,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-03,Saturday,afternoon,1,at_home,1,0,happy,32.9,475,0,0,0,74,19,0,1,0,0,1,1,0,1,Jazz
2020-10-03,Saturday,evening,1,at_home,1,0,happy,27.7,138,0,0,0,99,21,0,0,0,1,1,1,0,0,Hip Hop
2020-10-03,Saturday,night,1,sleeping,1,0,peaceful,25.0,71,4,0,0,0,0,0,0,0,1,1,1,0,0,Country
2020-10-04,Sunday,morning,1,out,0,0,energetic,27.0,283,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-04,Sunday,afternoon,1,at_home,1,0,happy,27.5,472,0,48,61,0,22,1,0,0,1,1,1,1,0,Classical
2020-10-04,Sunday,evening,1,sleeping,1,0,peaceful,23.1,190,1,0,0,0,0,0,0,0,1,1,1,0,0,Pop
2020-10-04,Sunday,night,1,sleeping,1,0,peaceful,22.4,143,4,0,0,0,0,0,0,0,1,1,1,0,0,Country
2020-10-05,Monday,morning,0,at_work,0,0,energetic,24.5,382,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-05,Monday,afternoon,0,at_work,0,0,focused,28.6,546,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-05,Monday,evening,0,out,0,0,calm,27.7,159,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-05,Monday,night,0,sleeping,1,0,peaceful,24.5,68,8,0,0,0,0,0,0,0,1,1,1,0,0,Country
2020-10-06,Tuesday,morning,1,at_home,1,0,tired,22.3,322,0,0,66,0,0,0,0,1,0,1,1,0,0,Jazz
2020-10-06,Tuesday,afternoon,1,at_home,1,0,calm,29.2,594,0,0,0,0,22,0,0,0,1,1,1,0,0,Country
2020-10-06,Tuesday,evening,1,out,0,0,happy,23.6,109,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-06,Tuesday,night,1,sleeping,1,0,peaceful,20.1,109,0,0,0,0,0,0,0,0,1,1,1,0,0,Pop
2020-10-07,Wednesday,morning,1,at_home,1,0,stressed,23.9,263,0,0,0,0,0,0,0,0,1,1,1,0,0,Electronic
2020-10-07,Wednesday,afternoon,1,at_home,1,0,calm,30.1,568,0,55,0,0,24,1,0,0,0,1,1,1,0,Ambient
2020-10-07,Wednesday,evening,1,at_home,1,0,energetic,25.4,145,0,55,0,0,0,1,0,0,1,1,1,1,0,Ambient
2020-10-07,Wednesday,night,1,sleeping,1,0,peaceful,21.6,61,0,0,0,0,0,0,0,0,1,1,1,0,0,Hip Hop
2020-10-08,Thursday,morning,0,getting_ready,1,0,calm,25.3,338,92,0,0,0,0,0,0,1,1,1,1,0,0,Country
2020-10-08,Thursday,afternoon,0,at_work,0,0,tired,29.8,720,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-08,Thursday,evening,0,at_home,1,0,energetic,28.4,142,0,31,0,0,22,1,1,0,0,1,1,1,1,Electronic
2020-10-08,Thursday,night,0,sleeping,1,0,peaceful,20.6,135,1,0,0,0,0,0,0,0,1,1,1,0,0,Classical
2020-10-09,Friday,morning,0,at_work,0,0,tired,24.7,324,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-09,Friday,afternoon,0,at_home,1,1,stressed,29.3,515,0,31,0,100,23,1,0,0,0,1,1,1,0,Rock
2020-10-09,Friday,evening,0,at_home,1,1,tired,26.6,268,0,0,0,71,19,0,0,0,0,1,1,0,0,Rock
2020-10-09,Friday,night,0,sleeping,1,0,peaceful,20.9,141,8,0,0,0,0,0,0,0,1,1,1,0,0,Ambient
2020-10-10,Saturday,morning,1,out,0,0,calm,22.2,408,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-10,Saturday,afternoon,1,at_home,1,0,energetic,27.3,566,0,0,0,0,20,0,0,0,0,1,1,0,0,Rock
2020-10-10,Saturday,evening,1,out,0,0,tired,24.7,267,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-10,Saturday,night,1,sleeping,1,0,peaceful,20.1,61,0,0,0,0,0,0,0,0,1,1,1,0,0,Hip Hop
2020-10-11,Sunday,morning,1,out,0,0,calm,27.0,378,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-11,Sunday,afternoon,1,out,0,0,happy,28.3,422,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-11,Sunday,evening,1,out,0,0,happy,25.8,241,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-11,Sunday,night,1,sleeping,1,0,peaceful,20.3,111,3,0,0,0,0,0,0,0,1,1,1,0,0,Hip Hop
2020-10-12,Monday,morning,0,at_work,0,0,focused,22.8,278,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-12,Monday,afternoon,0,at_work,0,0,focused,28.0,524,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-12,Monday,evening,0,at_home,1,0,tired,27.6,288,0,30,85,0,21,1,0,0,0,1,1,1,0,Classical
2020-10-12,Monday,night,0,sleeping,1,0,peaceful,21.6,132,4,0,0,0,0,0,0,0,1,1,1,0,0,Rock
2020-10-13,Tuesday,morning,0,getting_ready,1,1,energetic,26.0,331,74,0,0,90,0,0,0,1,1,1,1,0,0,Jazz
2020-10-13,Tuesday,afternoon,0,at_work,0,0,focused,29.1,491,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-13,Tuesday,evening,0,at_home,1,0,energetic,24.4,241,0,37,76,80,0,1,1,0,1,1,1,1,1,Jazz
2020-10-13,Tuesday,night,0,sleeping,1,0,peaceful,20.9,111,4,0,0,0,0,0,0,0,1,1,1,0,0,Rock
2020-10-14,Wednesday,morning,0,at_work,0,0,focused,22.2,318,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-14,Wednesday,afternoon,0,at_home,1,0,energetic,31.2,799,0,0,66,0,19,0,1,0,0,1,1,0,1,Country
2020-10-14,Wednesday,evening,0,at_home,1,0,calm,25.1,181,0,44,0,91,0,1,0,0,0,1,1,1,0,Rock
2020-10-14,Wednesday,night,0,sleeping,1,0,peaceful,23.4,129,10,0,0,0,0,0,0,0,1,1,1,0,0,Hip Hop
2020-10-15,Thursday,morning,0,sleeping,1,0,peaceful,27.2,436,0,0,0,0,20,0,0,0,1,1,1,0,0,Rock
2020-10-15,Thursday,afternoon,0,at_work,0,0,tired,29.9,622,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-15,Thursday,evening,0,sleeping,1,0,peaceful,23.4,164,3,0,0,0,0,0,0,0,1,1,1,0,0,Jazz
2020-10-15,Thursday,night,0,sleeping,1,0,peaceful,22.3,113,6,0,0,0,0,0,0,0,1,1,1,0,0,Ambient
2020-10-16,Friday,morning,0,at_work,0,0,focused,27.8,496,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-16,Friday,afternoon,0,at_work,0,0,tired,28.6,800,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-16,Friday,evening,0,at_home,1,0,calm,29.0,136,0,0,78,0,20,0,0,0,0,1,1,0,0,Rock
2020-10-16,Friday,night,0,out,0,0,calm,21.3,136,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-17,Saturday,morning,1,out,0,0,tired,27.0,246,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-17,Saturday,afternoon,1,at_home,1,0,happy,27.8,734,0,0,93,0,19,0,0,0,1,1,1,0,0,Pop
2020-10-17,Saturday,evening,1,at_home,1,0,calm,23.9,293,0,0,99,0,0,0,0,0,1,1,1,0,0,Ambient
2020-10-17,Saturday,night,1,sleeping,1,0,peaceful,23.6,69,8,0,0,0,0,0,0,0,1,1,1,0,0,Hip Hop
2020-10-18,Sunday,morning,1,at_home,1,1,happy,26.1,439,0,0,0,0,24,0,1,1,0,1,1,0,1,Classical
2020-10-18,Sunday,afternoon,1,at_home,1,1,happy,30.7,499,0,0,0,85,19,0,1,0,1,1,1,0,1,Pop
2020-10-18,Sunday,evening,1,sleeping,1,0,peaceful,28.1,185,10,0,0,0,23,0,0,0,1,1,1,0,0,Classical
2020-10-18,Sunday,night,1,sleeping,1,0,peaceful,21.6,85,6,0,0,0,0,0,0,0,1,1,1,0,0,Ambient
2020-10-19,Monday,morning,0,sleeping,1,0,peaceful,26.8,394,0,0,0,0,21,0,0,0,1,1,1,0,0,Ambient
2020-10-19,Monday,afternoon,0,at_work,0,0,focused,32.0,725,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-19,Monday,evening,0,sleeping,1,0,peaceful,25.9,110,10,0,0,0,0,0,0,0,1,1,1,0,0,Electronic
2020-10-19,Monday,night,0,sleeping,1,0,peaceful,22.8,113,1,0,0,0,0,0,0,0,1,1,1,0,0,Rock
2020-10-20,Tuesday,morning,0,getting_ready,1,0,tired,23.2,346,68,0,72,91,0,0,0,0,0,1,1,0,0,Classical
2020-10-20,Tuesday,afternoon,0,at_work,0,0,energetic,28.4,505,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2020-10-20,Tuesday,evening,0,at_home,1,1,calm,24.8,239,0,50,0,70,0,1,0,0,0,1,1,1,0,Ambient
